number,age,adviser,fum_s,dur_s
115,23,Adviser Three,234576.54,5
116,23,Adviser Three,234576.54,5
117,23,Adviser Three,234576.54,5
118,23,Adviser Three,234576.54,5
119,23,Adviser Three,234576.54,5
120,23,Adviser Three,234576.54,5
121,24,Adviser One,244775.52,5
122,24,Adviser One,244775.52,5
123,24,Adviser One,244775.52,5
124,24,Adviser One,244775.52,5
125,24,Adviser One,244775.52,5
126,24,Adviser One,244775.52,5
127,24,Adviser One,244775.52,5
128,24,Adviser One,244775.52,5
129,24,Adviser One,244775.52,5
130,24,Adviser One,244775.52,5
131,24,Adviser Two,244775.52,5
132,24,Adviser Two,244775.52,5
133,24,Adviser Two,244775.52,5
135,24,Adviser Two,244775.52,5
136,24,Adviser Two,244775.52,5
137,24,Adviser Two,244775.52,5
138,24,Adviser Two,244775.52,5
139,24,Adviser Two,244775.52,5
140,24,Adviser Two,244775.52,5
141,24,Adviser Three,244775.52,5
142,24,Adviser Three,244775.52,5
143,24,Adviser Three,244775.52,5
144,24,Adviser Three,244775.52,5
145,24,Adviser Three,244775.52,5
146,24,Adviser Three,244775.52,5
147,24,Adviser Three,244775.52,5
148,24,Adviser Three,244775.52,5
149,24,Adviser Three,244775.52,5
150,24,Adviser Three,244775.52,5
151,25,Adviser One,254974.5,5
152,25,Adviser One,254974.5,5
153,25,Adviser One,254974.5,5
154,25,Adviser One,254974.5,5
155,25,Adviser One,254974.5,5
156,25,Adviser One,254974.5,5
157,25,Adviser One,254974.5,5
158,25,Adviser One,254974.5,5
159,25,Adviser One,254974.5,5
160,25,Adviser One,254974.5,5
161,25,Adviser Two,254974.5,5
162,25,Adviser Two,254974.5,5
163,25,Adviser Two,254974.5,5
164,25,Adviser Two,254974.5,5
165,25,Adviser Two,254974.5,5
166,25,Adviser Two,254974.5,5
167,25,Adviser Two,254974.5,5
168,25,Adviser Two,254974.5,5
169,25,Adviser Two,254974.5,5
170,25,Adviser Two,254974.5,5
171,25,Adviser Three,254974.5,5
172,25,Adviser Three,254974.5,5
173,25,Adviser Three,254974.5,5
174,25,Adviser Three,254974.5,5
175,25,Adviser Three,254974.5,5
176,25,Adviser Three,254974.5,5
178,25,Adviser Three,254974.5,5
179,25,Adviser Three,254974.5,5
180,25,Adviser Three,254974.5,5
181,26,Adviser One,265173.48,5
182,26,Adviser One,265173.48,5
183,26,Adviser One,265173.48,5
184,26,Adviser One,265173.48,5
185,26,Adviser One,265173.48,5
186,26,Adviser One,265173.48,5
187,26,Adviser One,265173.48,5
188,26,Adviser One,265173.48,5
189,26,Adviser One,265173.48,5
190,26,Adviser One,265173.48,5
192,26,Adviser Two,265173.48,5
194,26,Adviser Two,265173.48,5
195,26,Adviser Two,265173.48,5
196,26,Adviser Two,265173.48,5
198,26,Adviser Two,265173.48,5
199,26,Adviser Two,265173.48,5
200,26,Adviser Two,265173.48,5
201,26,Adviser Three,265173.48,5
203,26,Adviser Three,265173.48,5
204,26,Adviser Three,265173.48,5
205,26,Adviser Three,265173.48,5
207,26,Adviser Three,265173.48,5
208,26,Adviser Three,265173.48,5
209,26,Adviser Three,265173.48,5
210,26,Adviser Three,265173.48,5
211,27,Adviser One,275372.46,5
212,27,Adviser One,275372.46,5
213,27,Adviser One,275372.46,5
215,27,Adviser One,275372.46,5
216,27,Adviser One,275372.46,5
217,27,Adviser One,275372.46,5
218,27,Adviser One,275372.46,5
219,27,Adviser One,275372.46,5
220,27,Adviser One,275372.46,5
221,27,Adviser Two,275372.46,5
222,27,Adviser Two,275372.46,5
223,27,Adviser Two,275372.46,5
224,27,Adviser Two,275372.46,5
225,27,Adviser Two,275372.46,5
226,27,Adviser Two,275372.46,5
227,27,Adviser Two,275372.46,5
228,27,Adviser Two,275372.46,5
229,27,Adviser Two,275372.46,5
230,27,Adviser Two,275372.46,5
231,27,Adviser Three,275372.46,5
232,27,Adviser Three,275372.46,5
233,27,Adviser Three,275372.46,5
234,27,Adviser Three,275372.46,5
235,27,Adviser Three,275372.46,5
236,27,Adviser Three,275372.46,5
237,27,Adviser Three,275372.46,5
238,27,Adviser Three,275372.46,5
239,27,Adviser Three,275372.46,5
240,27,Adviser Three,275372.46,5
241,28,Adviser One,285571.44,5
242,28,Adviser One,285571.44,5
243,28,Adviser One,285571.44,5
244,28,Adviser One,285571.44,5
245,28,Adviser One,285571.44,5
246,28,Adviser One,285571.44,5
247,28,Adviser One,285571.44,5
248,28,Adviser One,285571.44,5
249,28,Adviser One,285571.44,5
250,28,Adviser One,285571.44,5
251,28,Adviser Two,285571.44,5
252,28,Adviser Two,285571.44,5
253,28,Adviser Two,285571.44,5
254,28,Adviser Two,285571.44,5
255,28,Adviser Two,285571.44,5
256,28,Adviser Two,285571.44,5
257,28,Adviser Two,285571.44,5
258,28,Adviser Two,285571.44,5
259,28,Adviser Two,285571.44,5
260,28,Adviser Two,285571.44,5
261,28,Adviser Three,285571.44,5
262,28,Adviser Three,285571.44,5
263,28,Adviser Three,285571.44,5
264,28,Adviser Three,285571.44,5
265,28,Adviser Three,285571.44,5
266,28,Adviser Three,285571.44,5
267,28,Adviser Three,285571.44,5
268,28,Adviser Three,285571.44,5
269,28,Adviser Three,285571.44,5
270,28,Adviser Three,285571.44,5
272,29,Adviser One,295770.42,5
273,29,Adviser One,295770.42,5
274,29,Adviser One,295770.42,5
275,29,Adviser One,295770.42,5
276,29,Adviser One,295770.42,5
277,29,Adviser One,295770.42,5
278,29,Adviser One,295770.42,5
279,29,Adviser One,295770.42,5
280,29,Adviser One,295770.42,5
281,29,Adviser Two,295770.42,5
283,29,Adviser Two,295770.42,5
284,29,Adviser Two,295770.42,5
285,29,Adviser Two,295770.42,5
286,29,Adviser Two,295770.42,5
287,29,Adviser Two,295770.42,5
289,29,Adviser Two,295770.42,5
290,29,Adviser Two,295770.42,5
291,29,Adviser Three,295770.42,5
293,29,Adviser Three,295770.42,5
294,29,Adviser Three,295770.42,5
295,29,Adviser Three,295770.42,5
296,29,Adviser Three,295770.42,5
297,29,Adviser Three,295770.42,5
298,29,Adviser Three,295770.42,5
299,29,Adviser Three,295770.42,5
300,29,Adviser Three,295770.42,5
301,30,Adviser One,305969.4,5
302,30,Adviser One,305969.4,5
303,30,Adviser One,305969.4,5
304,30,Adviser One,305969.4,5
305,30,Adviser One,305969.4,5
306,30,Adviser One,305969.4,5
307,30,Adviser One,305969.4,5
308,30,Adviser One,305969.4,5
310,30,Adviser One,305969.4,5
311,30,Adviser Two,305969.4,5
312,30,Adviser Two,305969.4,5
313,30,Adviser Two,305969.4,5
314,30,Adviser Two,305969.4,5
315,30,Adviser Two,305969.4,5
316,30,Adviser Two,305969.4,5
317,30,Adviser Two,305969.4,5
318,30,Adviser Two,305969.4,5
319,30,Adviser Two,305969.4,5
321,30,Adviser Three,305969.4,5
322,30,Adviser Three,305969.4,5
323,30,Adviser Three,305969.4,5
324,30,Adviser Three,305969.4,5
325,30,Adviser Three,305969.4,5
326,30,Adviser Three,305969.4,5
327,30,Adviser Three,305969.4,5
328,30,Adviser Three,305969.4,5
329,30,Adviser Three,305969.4,5
330,30,Adviser Three,305969.4,5
331,31,Adviser One,316168.38,5
332,31,Adviser One,316168.38,5
333,31,Adviser One,316168.38,5
334,31,Adviser One,316168.38,5
335,31,Adviser One,316168.38,5
336,31,Adviser One,316168.38,5
337,31,Adviser One,316168.38,5
338,31,Adviser One,316168.38,5
339,31,Adviser One,316168.38,5
340,31,Adviser One,316168.38,5
341,31,Adviser Two,316168.38,5
342,31,Adviser Two,316168.38,5
344,31,Adviser Two,316168.38,5
345,31,Adviser Two,316168.38,5
346,31,Adviser Two,316168.38,5
347,31,Adviser Two,316168.38,5
348,31,Adviser Two,316168.38,5
349,31,Adviser Two,316168.38,5
350,31,Adviser Two,316168.38,5
351,31,Adviser Three,316168.38,5
352,31,Adviser Three,316168.38,5
353,31,Adviser Three,316168.38,5
354,31,Adviser Three,316168.38,5
355,31,Adviser Three,316168.38,5
356,31,Adviser Three,316168.38,5
357,31,Adviser Three,316168.38,5
358,31,Adviser Three,316168.38,5
359,31,Adviser Three,316168.38,5
360,31,Adviser Three,316168.38,5
361,32,Adviser One,326367.36,5
362,32,Adviser One,326367.36,5
363,32,Adviser One,326367.36,5
364,32,Adviser One,326367.36,5
365,32,Adviser One,326367.36,5
366,32,Adviser One,326367.36,5
367,32,Adviser One,326367.36,5
368,32,Adviser One,326367.36,5
369,32,Adviser One,326367.36,5
370,32,Adviser One,326367.36,5
371,32,Adviser Two,326367.36,5
372,32,Adviser Two,326367.36,5
373,32,Adviser Two,326367.36,5
374,32,Adviser Two,326367.36,5
375,32,Adviser Two,326367.36,5
376,32,Adviser Two,326367.36,5
377,32,Adviser Two,326367.36,5
378,32,Adviser Two,326367.36,5
380,32,Adviser Two,326367.36,5
381,32,Adviser Three,326367.36,5
382,32,Adviser Three,326367.36,5
383,32,Adviser Three,326367.36,5
384,32,Adviser Three,326367.36,5
385,32,Adviser Three,326367.36,5
387,32,Adviser Three,326367.36,5
388,32,Adviser Three,326367.36,5
389,32,Adviser Three,326367.36,5
390,32,Adviser Three,326367.36,5
391,33,Adviser One,336566.34,5
392,33,Adviser One,336566.34,5
393,33,Adviser One,336566.34,5
394,33,Adviser One,336566.34,5
395,33,Adviser One,336566.34,5
396,33,Adviser One,336566.34,5
397,33,Adviser One,336566.34,5
398,33,Adviser One,336566.34,5
399,33,Adviser One,336566.34,5
400,33,Adviser One,336566.34,5
401,33,Adviser Two,336566.34,5
402,33,Adviser Two,336566.34,5
403,33,Adviser Two,336566.34,5
404,33,Adviser Two,336566.34,5
405,33,Adviser Two,336566.34,5
406,33,Adviser Two,336566.34,5
407,33,Adviser Two,336566.34,5
408,33,Adviser Two,336566.34,5
409,33,Adviser Two,336566.34,5
410,33,Adviser Two,336566.34,5
411,33,Adviser Three,336566.34,5
412,33,Adviser Three,336566.34,5
413,33,Adviser Three,336566.34,5
414,33,Adviser Three,336566.34,5
415,33,Adviser Three,336566.34,5
416,33,Adviser Three,336566.34,5
417,33,Adviser Three,336566.34,5
418,33,Adviser Three,336566.34,5
419,33,Adviser Three,336566.34,5
420,33,Adviser Three,336566.34,5
421,34,Adviser One,346765.32,5
422,34,Adviser One,346765.32,5
423,34,Adviser One,346765.32,5
424,34,Adviser One,346765.32,5
425,34,Adviser One,346765.32,5
426,34,Adviser One,346765.32,5
427,34,Adviser One,346765.32,5
428,34,Adviser One,346765.32,5
429,34,Adviser One,346765.32,5
430,34,Adviser One,346765.32,5
431,34,Adviser Two,346765.32,5
432,34,Adviser Two,346765.32,5
433,34,Adviser Two,346765.32,5
434,34,Adviser Two,346765.32,5
435,34,Adviser Two,346765.32,5
436,34,Adviser Two,346765.32,5
437,34,Adviser Two,346765.32,5
438,34,Adviser Two,346765.32,5
439,34,Adviser Two,346765.32,5
440,34,Adviser Two,346765.32,5
441,34,Adviser Three,346765.32,5
442,34,Adviser Three,346765.32,5
443,34,Adviser Three,346765.32,5
444,34,Adviser Three,346765.32,5
445,34,Adviser Three,346765.32,5
446,34,Adviser Three,346765.32,5
447,34,Adviser Three,346765.32,5
448,34,Adviser Three,346765.32,5
449,34,Adviser Three,346765.32,5
451,35,Adviser One,356964.3,5
452,35,Adviser One,356964.3,5
453,35,Adviser One,356964.3,5
454,35,Adviser One,356964.3,5
455,35,Adviser One,356964.3,5
456,35,Adviser One,356964.3,5
457,35,Adviser One,356964.3,5
458,35,Adviser One,356964.3,5
459,35,Adviser One,356964.3,5
460,35,Adviser One,356964.3,5
461,35,Adviser Two,356964.3,5
463,35,Adviser Two,356964.3,5
464,35,Adviser Two,356964.3,5
465,35,Adviser Two,356964.3,5
466,35,Adviser Two,356964.3,5
467,35,Adviser Two,356964.3,5
468,35,Adviser Two,356964.3,5
469,35,Adviser Two,356964.3,5
470,35,Adviser Two,356964.3,5
471,35,Adviser Three,356964.3,5
472,35,Adviser Three,356964.3,5
473,35,Adviser Three,356964.3,5
474,35,Adviser Three,356964.3,5
475,35,Adviser Three,356964.3,5
476,35,Adviser Three,356964.3,5
477,35,Adviser Three,356964.3,5
478,35,Adviser Three,356964.3,5
479,35,Adviser Three,356964.3,5
480,35,Adviser Three,356964.3,5
482,36,Adviser One,367163.27999999997,5
483,36,Adviser One,367163.27999999997,5
484,36,Adviser One,367163.27999999997,5
485,36,Adviser One,367163.27999999997,5
486,36,Adviser One,367163.27999999997,5
487,36,Adviser One,367163.27999999997,5
488,36,Adviser One,367163.27999999997,5
489,36,Adviser One,367163.27999999997,5
490,36,Adviser One,367163.27999999997,5
491,36,Adviser Two,367163.27999999997,5
492,36,Adviser Two,367163.27999999997,5
493,36,Adviser Two,367163.27999999997,5
494,36,Adviser Two,367163.27999999997,5
495,36,Adviser Two,367163.27999999997,5
496,36,Adviser Two,367163.27999999997,5
497,36,Adviser Two,367163.27999999997,5
498,36,Adviser Two,367163.27999999997,5
499,36,Adviser Two,367163.27999999997,5
500,36,Adviser Two,367163.27999999997,5
501,36,Adviser Three,367163.27999999997,5
502,36,Adviser Three,367163.27999999997,5
503,36,Adviser Three,367163.27999999997,5
504,36,Adviser Three,367163.27999999997,5
505,36,Adviser Three,367163.27999999997,5
506,36,Adviser Three,367163.27999999997,5
507,36,Adviser Three,367163.27999999997,5
508,36,Adviser Three,367163.27999999997,5
510,36,Adviser Three,367163.27999999997,5
511,37,Adviser One,377362.26,5
512,37,Adviser One,377362.26,5
513,37,Adviser One,377362.26,5
514,37,Adviser One,377362.26,5
515,37,Adviser One,377362.26,5
516,37,Adviser One,377362.26,5
517,37,Adviser One,377362.26,5
518,37,Adviser One,377362.26,5
519,37,Adviser One,377362.26,5
520,37,Adviser One,377362.26,5
521,37,Adviser Two,377362.26,5
522,37,Adviser Two,377362.26,5
523,37,Adviser Two,377362.26,5
524,37,Adviser Two,377362.26,5
525,37,Adviser Two,377362.26,5
526,37,Adviser Two,377362.26,5
527,37,Adviser Two,377362.26,5
528,37,Adviser Two,377362.26,5
529,37,Adviser Two,377362.26,5
530,37,Adviser Two,377362.26,5
531,37,Adviser Three,377362.26,5
532,37,Adviser Three,377362.26,5
533,37,Adviser Three,377362.26,5
534,37,Adviser Three,377362.26,5
535,37,Adviser Three,377362.26,5
536,37,Adviser Three,377362.26,5
537,37,Adviser Three,377362.26,5
538,37,Adviser Three,377362.26,5
540,37,Adviser Three,377362.26,5
541,38,Adviser One,387561.24,5
542,38,Adviser One,387561.24,5
543,38,Adviser One,387561.24,5
544,38,Adviser One,387561.24,5
545,38,Adviser One,387561.24,5
547,38,Adviser One,387561.24,5
548,38,Adviser One,387561.24,5
549,38,Adviser One,387561.24,5
550,38,Adviser One,387561.24,5
553,38,Adviser Two,387561.24,5
554,38,Adviser Two,387561.24,5
555,38,Adviser Two,387561.24,5
557,38,Adviser Two,387561.24,5
558,38,Adviser Two,387561.24,5
559,38,Adviser Two,387561.24,5
560,38,Adviser Two,387561.24,5
561,38,Adviser Three,387561.24,5
562,38,Adviser Three,387561.24,5
563,38,Adviser Three,387561.24,5
564,38,Adviser Three,387561.24,5
565,38,Adviser Three,387561.24,5
566,38,Adviser Three,387561.24,5
567,38,Adviser Three,387561.24,5
568,38,Adviser Three,387561.24,5
569,38,Adviser Three,387561.24,5
570,38,Adviser Three,387561.24,5
571,39,Adviser One,397760.22,5
572,39,Adviser One,397760.22,5
573,39,Adviser One,397760.22,5
574,39,Adviser One,397760.22,5
575,39,Adviser One,397760.22,5
576,39,Adviser One,397760.22,5
577,39,Adviser One,397760.22,5
578,39,Adviser One,397760.22,5
579,39,Adviser One,397760.22,5
580,39,Adviser One,397760.22,5
581,39,Adviser Two,397760.22,5
582,39,Adviser Two,397760.22,5
583,39,Adviser Two,397760.22,5
584,39,Adviser Two,397760.22,5
585,39,Adviser Two,397760.22,5
586,39,Adviser Two,397760.22,5
587,39,Adviser Two,397760.22,5
588,39,Adviser Two,397760.22,5
589,39,Adviser Two,397760.22,5
590,39,Adviser Two,397760.22,5
593,39,Adviser Three,397760.22,5
594,39,Adviser Three,397760.22,5
595,39,Adviser Three,397760.22,5
596,39,Adviser Three,397760.22,5
597,39,Adviser Three,397760.22,5
598,39,Adviser Three,397760.22,5
599,39,Adviser Three,397760.22,5
600,39,Adviser Three,397760.22,5
602,40,Adviser One,407959.2,5
603,40,Adviser One,407959.2,5
604,40,Adviser One,407959.2,5
605,40,Adviser One,407959.2,5
606,40,Adviser One,407959.2,5
609,40,Adviser One,407959.2,5
610,40,Adviser One,407959.2,5
611,40,Adviser Two,407959.2,5
612,40,Adviser Two,407959.2,5
613,40,Adviser Two,407959.2,5
614,40,Adviser Two,407959.2,5
616,40,Adviser Two,407959.2,5
617,40,Adviser Two,407959.2,5
618,40,Adviser Two,407959.2,5
620,40,Adviser Two,407959.2,5
621,40,Adviser Three,407959.2,5
622,40,Adviser Three,407959.2,5
623,40,Adviser Three,407959.2,5
624,40,Adviser Three,407959.2,5
625,40,Adviser Three,407959.2,5
626,40,Adviser Three,407959.2,5
627,40,Adviser Three,407959.2,5
628,40,Adviser Three,407959.2,5
629,40,Adviser Three,407959.2,5
630,40,Adviser Three,407959.2,5
631,41,Adviser One,418158.18,5
632,41,Adviser One,418158.18,5
633,41,Adviser One,418158.18,5
634,41,Adviser One,418158.18,5
635,41,Adviser One,418158.18,5
636,41,Adviser One,418158.18,5
637,41,Adviser One,418158.18,5
638,41,Adviser One,418158.18,5
639,41,Adviser One,418158.18,5
640,41,Adviser One,418158.18,5
641,41,Adviser Two,418158.18,5
642,41,Adviser Two,418158.18,5
643,41,Adviser Two,418158.18,5
644,41,Adviser Two,418158.18,5
645,41,Adviser Two,418158.18,5
646,41,Adviser Two,418158.18,5
647,41,Adviser Two,418158.18,5
648,41,Adviser Two,418158.18,5
649,41,Adviser Two,418158.18,5
650,41,Adviser Two,418158.18,5
651,41,Adviser Three,418158.18,5
652,41,Adviser Three,418158.18,5
653,41,Adviser Three,418158.18,5
654,41,Adviser Three,418158.18,5
655,41,Adviser Three,418158.18,5
656,41,Adviser Three,418158.18,5
657,41,Adviser Three,418158.18,5
658,41,Adviser Three,418158.18,5
659,41,Adviser Three,418158.18,5
660,41,Adviser Three,418158.18,5
661,42,Adviser One,428357.16,5
662,42,Adviser One,428357.16,5
663,42,Adviser One,428357.16,5
664,42,Adviser One,428357.16,5
665,42,Adviser One,428357.16,5
666,42,Adviser One,428357.16,5
667,42,Adviser One,428357.16,5
668,42,Adviser One,428357.16,5
669,42,Adviser One,428357.16,5
670,42,Adviser One,428357.16,5
673,42,Adviser Two,428357.16,5
674,42,Adviser Two,428357.16,5
675,42,Adviser Two,428357.16,5
676,42,Adviser Two,428357.16,5
677,42,Adviser Two,428357.16,5
678,42,Adviser Two,428357.16,5
679,42,Adviser Two,428357.16,5
680,42,Adviser Two,428357.16,5
681,42,Adviser Three,428357.16,5
682,42,Adviser Three,428357.16,5
683,42,Adviser Three,428357.16,5
684,42,Adviser Three,428357.16,5
685,42,Adviser Three,428357.16,5
686,42,Adviser Three,428357.16,5
687,42,Adviser Three,428357.16,5
688,42,Adviser Three,428357.16,5
689,42,Adviser Three,428357.16,5
690,42,Adviser Three,428357.16,5
691,43,Adviser One,438556.14,5
692,43,Adviser One,438556.14,5
693,43,Adviser One,438556.14,5
694,43,Adviser One,438556.14,5
695,43,Adviser One,438556.14,5
696,43,Adviser One,438556.14,5
697,43,Adviser One,438556.14,5
698,43,Adviser One,438556.14,5
699,43,Adviser One,438556.14,5
700,43,Adviser One,438556.14,5
701,43,Adviser Two,438556.14,5
702,43,Adviser Two,438556.14,5
703,43,Adviser Two,438556.14,5
704,43,Adviser Two,438556.14,5
705,43,Adviser Two,438556.14,5
706,43,Adviser Two,438556.14,5
707,43,Adviser Two,438556.14,5
708,43,Adviser Two,438556.14,5
709,43,Adviser Two,438556.14,5
710,43,Adviser Two,438556.14,5
711,43,Adviser Three,438556.14,5
712,43,Adviser Three,438556.14,5
713,43,Adviser Three,438556.14,5
714,43,Adviser Three,438556.14,5
715,43,Adviser Three,438556.14,5
716,43,Adviser Three,438556.14,5
717,43,Adviser Three,438556.14,5
718,43,Adviser Three,438556.14,5
719,43,Adviser Three,438556.14,5
720,43,Adviser Three,438556.14,5
721,44,Adviser One,448755.12,5
722,44,Adviser One,448755.12,5
723,44,Adviser One,448755.12,5
724,44,Adviser One,448755.12,5
725,44,Adviser One,448755.12,5
726,44,Adviser One,448755.12,5
727,44,Adviser One,448755.12,5
728,44,Adviser One,448755.12,5
729,44,Adviser One,448755.12,5
730,44,Adviser One,448755.12,5
731,44,Adviser Two,448755.12,5
732,44,Adviser Two,448755.12,5
733,44,Adviser Two,448755.12,5
734,44,Adviser Two,448755.12,5
735,44,Adviser Two,448755.12,5
736,44,Adviser Two,448755.12,5
737,44,Adviser Two,448755.12,5
738,44,Adviser Two,448755.12,5
739,44,Adviser Two,448755.12,5
740,44,Adviser Two,448755.12,5
741,44,Adviser Three,448755.12,5
742,44,Adviser Three,448755.12,5
743,44,Adviser Three,448755.12,5
744,44,Adviser Three,448755.12,5
745,44,Adviser Three,448755.12,5
746,44,Adviser Three,448755.12,5
747,44,Adviser Three,448755.12,5
748,44,Adviser Three,448755.12,5
749,44,Adviser Three,448755.12,5
750,44,Adviser Three,448755.12,5
751,45,Adviser One,458954.1,5
752,45,Adviser One,458954.1,5
753,45,Adviser One,458954.1,5
754,45,Adviser One,458954.1,5
756,45,Adviser One,458954.1,5
757,45,Adviser One,458954.1,5
758,45,Adviser One,458954.1,5
759,45,Adviser One,458954.1,5
761,45,Adviser Two,458954.1,5
762,45,Adviser Two,458954.1,5
763,45,Adviser Two,458954.1,5
764,45,Adviser Two,458954.1,5
765,45,Adviser Two,458954.1,5
766,45,Adviser Two,458954.1,5
767,45,Adviser Two,458954.1,5
768,45,Adviser Two,458954.1,5
770,45,Adviser Two,458954.1,5
771,45,Adviser Three,458954.1,5
772,45,Adviser Three,458954.1,5
773,45,Adviser Three,458954.1,5
774,45,Adviser Three,458954.1,5
775,45,Adviser Three,458954.1,5
776,45,Adviser Three,458954.1,5
777,45,Adviser Three,458954.1,5
778,45,Adviser Three,458954.1,5
780,45,Adviser Three,458954.1,5
781,46,Adviser One,469153.08,5
782,46,Adviser One,469153.08,5
783,46,Adviser One,469153.08,5
784,46,Adviser One,469153.08,5
785,46,Adviser One,469153.08,5
786,46,Adviser One,469153.08,5
787,46,Adviser One,469153.08,5
788,46,Adviser One,469153.08,5
789,46,Adviser One,469153.08,5
790,46,Adviser One,469153.08,5
791,46,Adviser Two,469153.08,5
792,46,Adviser Two,469153.08,5
793,46,Adviser Two,469153.08,5
794,46,Adviser Two,469153.08,5
795,46,Adviser Two,469153.08,5
796,46,Adviser Two,469153.08,5
797,46,Adviser Two,469153.08,5
798,46,Adviser Two,469153.08,5
799,46,Adviser Two,469153.08,5
800,46,Adviser Two,469153.08,5
801,46,Adviser Three,469153.08,5
802,46,Adviser Three,469153.08,5
803,46,Adviser Three,469153.08,5
804,46,Adviser Three,469153.08,5
805,46,Adviser Three,469153.08,5
806,46,Adviser Three,469153.08,5
808,46,Adviser Three,469153.08,5
809,46,Adviser Three,469153.08,5
810,46,Adviser Three,469153.08,5
811,47,Adviser One,479352.06,5
812,47,Adviser One,479352.06,5
814,47,Adviser One,479352.06,5
815,47,Adviser One,479352.06,5
816,47,Adviser One,479352.06,5
817,47,Adviser One,479352.06,5
818,47,Adviser One,479352.06,5
819,47,Adviser One,479352.06,5
821,47,Adviser Two,479352.06,5
823,47,Adviser Two,479352.06,5
824,47,Adviser Two,479352.06,5
825,47,Adviser Two,479352.06,5
826,47,Adviser Two,479352.06,5
827,47,Adviser Two,479352.06,5
828,47,Adviser Two,479352.06,5
829,47,Adviser Two,479352.06,5
830,47,Adviser Two,479352.06,5
831,47,Adviser Three,479352.06,5
832,47,Adviser Three,479352.06,5
833,47,Adviser Three,479352.06,5
834,47,Adviser Three,479352.06,5
